date,8:00~9:00,9:00~10:00,10:00~11:00,11:00~12:00,12:00~13:00,13:00~14:00,14:00~15:00,15:00~16:00,16:00~17:00,17:00~18:00,18:00~19:00,19:00~20:00,20:00~21:00,21:00~22:00
2018/4/15(日),不開放,三太子網球,三太子網球,三太子網球,三太子網球,三太子網球,三太子網球,三太子網球,三太子網球,三太子網球,不開放,不開放,不開放,不開放
2018/4/16(一),體育教學,體育教學,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/17(二),有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/18(三),有場,有場,有場,有場,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/19(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/20(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/4/21(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/4/22(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/4/23(一),休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/24(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/25(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/26(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/4/27(五),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/4/28(六),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/4/29(日),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,不開放,不開放,不開放,不開放
2018/4/30(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/01(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/02(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2018/5/03(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/04(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2018/5/05(六),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整
2018/5/06(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練,不開放,不開放,不開放,不開放
2018/5/07(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/08(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/09(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2018/5/10(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/11(五),企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會
2018/5/12(六),不開放,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會
2018/5/13(日),不開放,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,不開放,不開放,不開放,不開放
2018/5/14(一),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/15(二),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/16(三),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/17(四),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/18(五),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/19(六),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/5/20(日),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,不開放,不開放,不開放,不開放
2018/5/21(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽
2018/5/22(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽
2018/5/23(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽,臺大系統籃球賽
2018/5/24(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽
2018/5/25(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/5/26(六),不開放,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽
2018/5/27(日),不開放,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,臺大盃羽球賽,不開放,不開放,不開放,不開放
2018/5/28(一),休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/5/29(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,籃球賽,籃球賽,籃球賽,籃球賽
2018/5/30(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2018/5/31(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/01(五),場地調整,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,台大盃女籃賽,台大盃女籃賽,台大盃女籃賽,台大盃女籃賽
2018/6/02(六),不開放,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2018/6/03(日),不開放,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,不開放,不開放,不開放,不開放
2018/6/04(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大盃男籃賽,臺大盃男籃賽,臺大盃男籃賽,臺大盃男籃賽
2018/6/05(二),畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2018/6/06(三),畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2018/6/07(四),畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2018/6/08(五),畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2018/6/09(六),不開放,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2018/6/10(日),不開放,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,不開放,不開放,不開放,不開放
2018/6/11(一),場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕
2018/6/12(二),場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕
2018/6/13(三),場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕,場地修繕
2018/6/14(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/15(五),場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/6/16(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/6/17(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/6/18(一),端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節
2018/6/19(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/20(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2018/6/21(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/22(五),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/6/23(六),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/6/24(日),不開放,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/6/25(一),休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/26(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/6/27(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2018/6/28(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,場地調整
2018/6/29(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/6/30(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/01(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/7/02(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/03(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/04(三),手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營
2018/7/05(四),手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營
2018/7/06(五),手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營
2018/7/07(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/08(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/7/09(一),手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營
2018/7/10(二),手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營,手球訓練營
2018/7/11(三),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/12(四),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/13(五),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/14(六),不開放,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/15(日),不開放,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,不開放,不開放,不開放,不開放
2018/7/16(一),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/17(二),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/18(三),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2018/7/19(四),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/7/20(五),企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會
2018/7/21(六),不開放,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會
2018/7/22(日),不開放,場地調整,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練,不開放,不開放,不開放,不開放
2018/7/23(一),休館日,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/7/24(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整
2018/7/25(三),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場
2018/7/26(四),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/7/27(五),場地調整,校隊訓練,校隊訓練,校隊訓練,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/28(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/7/29(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/7/30(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/7/31(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整
2018/8/01(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場
2018/8/02(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/03(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/04(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/05(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/8/06(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/07(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/08(三),校隊訓練,校隊訓練,校隊訓練,校隊訓練,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/09(四),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/10(五),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2018/8/11(六),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/8/12(日),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,不開放,不開放,不開放,不開放
2018/8/13(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/14(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/15(三),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/16(四),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/17(五),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/18(六),不開放,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/19(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/8/20(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/21(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,有場,有場,有場,體育教學,體育教學
2018/8/22(三),場地調整,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/23(四),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/8/24(五),校隊訓練,校隊訓練,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/8/25(六),不開放,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/8/26(日),不開放,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,不開放,不開放,不開放,不開放
2018/8/27(一),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/8/28(二),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/8/29(三),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/8/30(四),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/8/31(五),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/01(六),不開放,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/02(日),不開放,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,不開放,不開放,不開放,不開放
2018/9/03(一),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/04(二),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/05(三),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/06(四),新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院,新生入門書院
2018/9/07(五),集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/9/08(六),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動
2018/9/09(日),不開放,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,集會活動,不開放,不開放,不開放,不開放
2018/9/10(一),體育教學,體育教學,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/11(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/12(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/13(四),籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽,籃球賽
2018/9/14(五),企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會,企業運動會
2018/9/15(六),不開放,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/9/16(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2018/9/17(一),休館日,休館日,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/18(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/19(三),CPR&AED教學,CPR&AED教學,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2018/9/20(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊練習,校隊練習,校隊練習,校隊練習
2018/9/21(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/9/22(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2018/9/23(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
